21.60640564,28.59633716
58.91298389,99.46817686
48.30460747,46.69217904
40.86993489,68.03750738
31.29458104,18.58115171
9.375430768,79.31535975
96.43045055,85.99199878
2.700076336,18.2389324
47.4636227,16.56072693
34.97594073,3.881591054
25.92328568,4.806655706
10.72140354,55.57712386
62.22531109,34.6669561
35.87595314,13.84515671
59.14998616,94.7197493
71.78347749,78.82712354
69.84780057,83.9589438
18.42817587,28.3225747
66.83397601,82.51540191
82.6986483,98.03591032
1.445935878,3.573678845
22.79897312,64.02720958
62.73435125,51.99707266
10.14216537,33.06489076
52.89004454,43.4756883
